Name,URL,Description,Language,Stars,Archived
williamboman/nvim-lsp-installer,https://github.com/williamboman/nvim-lsp-installer,Further development has moved to https://github.com/williamboman/mason.nvim!,Lua,1972,True
hrsh7th/cmp-buffer,https://github.com/hrsh7th/cmp-buffer,nvim-cmp source for buffer words,Lua,665,False
hrsh7th/cmp-cmdline,https://github.com/hrsh7th/cmp-cmdline,nvim-cmp source for vim's cmdline,Lua,604,False
vscode-neovim/vscode-neovim,https://github.com/vscode-neovim/vscode-neovim,"Vim mode for VSCode, powered by Neovim",TypeScript,7254,False
v2rayA/v2rayA,https://github.com/v2rayA/v2rayA,"A web GUI client of Project V which supports VMess, VLESS, SS, SSR, Trojan, Tuic and Juicity protocols. 🚀",Go,13253,False
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.,Go,31760,False
Qv2ray/Qv2ray,https://github.com/Qv2ray/Qv2ray,:star: Linux / Windows / macOS 跨平台 V2Ray 客户端 | 支持 VMess / VLESS / SSR / Trojan / Trojan-Go / NaiveProxy / HTTP / HTTPS / SOCKS5 | 使用 C++ / Qt 开发 | 可拓展插件式设计 :star:,C++,16962,False
zimfw/zimfw,https://github.com/zimfw/zimfw,"Zim: Modular, customizable, and blazing fast Zsh framework",Shell,4263,False
MetaCubeX/metacubexd,https://github.com/MetaCubeX/metacubexd,"Mihomo Dashboard, The Official One, XD",TypeScript,2473,False
MetaCubeX/mihomo,https://github.com/MetaCubeX/mihomo,A simple Python Pydantic model for Honkai: Star Rail parsed data from the Mihomo API.,Python,22297,False
clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,70729,False
znck/grammarly,https://github.com/znck/grammarly,Grammarly for VS Code,TypeScript,1650,True
mamba-org/mamba,https://github.com/mamba-org/mamba,The Fast Cross-Platform Package Manager,C++,7589,False
conda-forge/miniforge,https://github.com/conda-forge/miniforge,A conda-forge distribution.,Shell,8269,False
ChestnutHeng/Wudao-dict,https://github.com/ChestnutHeng/Wudao-dict,有道词典的命令行版本，支持英汉互查和在线查询。,Python,1172,False
git-lfs/git-lfs,https://github.com/git-lfs/git-lfs,Git extension for versioning large files,Go,13673,False
neovide/neovide,https://github.com/neovide/neovide,No Nonsense Neovim Client in Rust,Rust,14269,False
Icalingua-plus-plus/Icalingua-plus-plus,https://github.com/Icalingua-plus-plus/Icalingua-plus-plus,A client for QQ and more. :electron:,TypeScript,3371,False
maximtrp/ranger-archives,https://github.com/maximtrp/ranger-archives,Ranger Plugin for Creating and Extracting Archives,Python,102,False
alexanderjeurissen/ranger_devicons,https://github.com/alexanderjeurissen/ranger_devicons,Ranger plugin that adds file glyphs / icon support to Ranger,Python,993,False
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",CSS,59205,False
kdheepak/taskwarrior-tui,https://github.com/kdheepak/taskwarrior-tui,`taskwarrior-tui`: A terminal user interface for taskwarrior,Rust,1756,False
chubin/wttr.in,https://github.com/chubin/wttr.in,:partly_sunny: The right way to check the weather,Python,27335,False
copy/v86,https://github.com/copy/v86,"x86 PC emulator and x86-to-wasm JIT, running in the browser",JavaScript,21291,False
AdisonCavani/distro-grub-themes,https://github.com/AdisonCavani/distro-grub-themes,A pack of GRUB2 themes for each Linux distribution,Nix,1014,False
muesli/duf,https://github.com/muesli/duf,Disk Usage/Free Utility - a better 'df' alternative,Go,13603,False
sharkdp/bat,https://github.com/sharkdp/bat,A cat(1) clone with wings.,Rust,53976,False
sharkdp/fd,https://github.com/sharkdp/fd,"A simple, fast and user-friendly alternative to 'find'",Rust,39132,False
ranger/ranger,https://github.com/ranger/ranger,A VIM-inspired filemanager for the console,Python,16418,False
alacritty/alacritty,https://github.com/alacritty/alacritty,"A cross-platform, OpenGL terminal emulator.",Rust,59975,False
Canop/broot,https://github.com/Canop/broot,A new way to see and navigate directory trees : https://dystroy.org/broot,Rust,11639,False
charleschetty/dotfile,https://github.com/charleschetty/dotfile,Personal dotfile ,CSS,84,False
davatorium/rofi,https://github.com/davatorium/rofi,"Rofi: A window switcher, application launcher and dmenu replacement",C,14779,False
pandas-dev/pandas,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",Python,46325,False
undergroundwires/privacy.sexy,https://github.com/undergroundwires/privacy.sexy,"Open-source tool to enforce privacy & security best-practices on Windows, macOS and Linux, because privacy is sexy",TypeScript,4920,False
Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Official Kaggle API,Python,6796,False
deepfakes/faceswap,https://github.com/deepfakes/faceswap,Deepfakes Software For All,Python,54416,False
missing-semester-cn/missing-semester-cn.github.io,https://github.com/missing-semester-cn/missing-semester-cn.github.io,the CS missing semester Chinese version,CSS,6618,False
Tikam02/DevOps-Guide,https://github.com/Tikam02/DevOps-Guide, DevOps Guide - Development to Production all configurations with basic notes to debug efficiently.,HTML,8863,False
starship/starship,https://github.com/starship/starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,50566,False
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,A Zsh theme,Shell,50544,False
nvim-lua/kickstart.nvim,https://github.com/nvim-lua/kickstart.nvim,A launch point for your personal nvim configuration,Lua,26754,False
nvim-neo-tree/neo-tree.nvim,https://github.com/nvim-neo-tree/neo-tree.nvim,Neovim plugin to manage the file system and other tree like structures.,Lua,4801,False
wbthomason/packer.nvim,https://github.com/wbthomason/packer.nvim,"A use-package inspired plugin manager for Neovim. Uses native packages, supports Luarocks dependencies, written in Lua, allows for expressive config",Lua,8058,False
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,🧡 Everything is RSSible,TypeScript,38339,False
Wsine/feishu2md,https://github.com/Wsine/feishu2md,一键命令下载飞书文档为 Markdown,Go,1679,False
AdnanHodzic/auto-cpufreq,https://github.com/AdnanHodzic/auto-cpufreq,Automatic CPU speed & power optimizer for Linux,Python,6721,False
Loyalsoldier/clash-rules,https://github.com/Loyalsoldier/clash-rules,🦄️ 🎃 👻 Clash Premium 规则集(RULE-SET)，兼容 ClashX Pro、Clash for Windows 等基于 Clash Premium 内核的客户端。,N/A,22085,False
xlucn/oh-my-foss-android,https://github.com/xlucn/oh-my-foss-android,个人收集的实用、良心开源安卓软件,N/A,4226,False
microsoft/PowerToys,https://github.com/microsoft/PowerToys,Windows system utilities to maximize productivity,C#,122295,False
PKM-er/Blue-topaz-example,https://github.com/PKM-er/Blue-topaz-example,Blue topaz  themes example vault for Obsidian,HTML,2397,False
Websoft9/doc.websoft9.com,https://github.com/Websoft9/doc.websoft9.com,Websoft9 Documentation and Support,Python,45,False
fuergaosi233/wechat-chatgpt,https://github.com/fuergaosi233/wechat-chatgpt,Use ChatGPT On Wechat via wechaty,TypeScript,13306,False
husthuke/awesome-knowledge-graph,https://github.com/husthuke/awesome-knowledge-graph,整理知识图谱相关学习资料,N/A,4932,False
openapi-generators/openapi-python-client,https://github.com/openapi-generators/openapi-python-client,Generate modern Python clients from OpenAPI,Python,1651,False
OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)",Java,24600,False
nativefier/nativefier,https://github.com/nativefier/nativefier,Make any web page a desktop application,TypeScript,35269,True
junegunn/fzf,https://github.com/junegunn/fzf,:cherry_blossom: A command-line fuzzy finder,Go,72969,False
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,A smarter cd command. Supports all major shells.,Rust,28874,False
lzwme/scoop-proxy-cn,https://github.com/lzwme/scoop-proxy-cn,适合中国大陆的 Scoop buckets 代理镜像库。从多个开源 bucket 仓库同步更新，包含应用 1.6w+。,templ,332,False
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,Python - 100天从新手到大师,Jupyter Notebook,171000,False
neovim/neovim,https://github.com/neovim/neovim,Vim-fork focused on extensibility and usability,Vim Script,92056,False
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,,N/A,36203,False
ascoders/weekly,https://github.com/ascoders/weekly,前端精读周刊。帮你理解最前沿、实用的技术。,JavaScript,30352,False
practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,Curated list of project-based tutorials,N/A,240030,False
fastapi/fastapi,https://github.com/fastapi/fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",Python,88498,False
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmark,Python,31579,False
FeijiangHan/CSU-CS-review-materials,https://github.com/FeijiangHan/CSU-CS-review-materials,CSU - CS期末备考复习资料；中南大学计科&计算机复习; Review material; Central South University,HTML,211,False
autogluon/autogluon,https://github.com/autogluon/autogluon,Fast and Accurate ML in 3 Lines of Code,Python,9288,False
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,"Making large AI models cheaper, faster and more accessible",Python,41090,False
datawhalechina/competition-baseline,https://github.com/datawhalechina/competition-baseline,数据挖掘、计算机视觉、自然语言处理、推荐系统竞赛知识、代码、思路,Jupyter Notebook,4558,False
lm-sys/FastChat,https://github.com/lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",Python,38997,False
tencentmusic/cube-studio,https://github.com/tencentmusic/cube-studio,cube studio开源云原生一站式机器学习/深度学习/大模型AI平台，mlops算法链路全流程，支持大数据平台对接，notebook在线开发，拖拉拽任务流pipeline编排，多机多卡分布式训练，超参搜索，推理服务VGPU虚拟化，边缘计算，标注平台自动化标注，deepseek等大模型sft微调/奖励模型/强化学习训练，vllm/ollama/mindie大模型多机推理，私有知识库，AI模型市场，支持国产cpu/gpu/npu 昇腾生态，支持RDMA，支持pytorch/tf/mxnet/deepspeed/paddle/colossalai/horovod/ray/volcano等分布式,Jupyter Notebook,4517,False
zhangzhao219/WSDM-Cup-2024,https://github.com/zhangzhao219/WSDM-Cup-2024,1st Solution For Conversational Multi-Doc QA Workshop & International Challenge @ WSDM'24 - Xiaohongshu.Inc,Python,161,False
modelscope/modelscope,https://github.com/modelscope/modelscope,ModelScope: bring the notion of Model-as-a-Service to life.,Python,8256,False
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,Python,41112,False
digitalocean/nginxconfig.io,https://github.com/digitalocean/nginxconfig.io,⚙️ NGINX config generator on steroids 💉,JavaScript,28179,False
labring/FastGPT,https://github.com/labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.",TypeScript,25525,False
CVI-SZU/Linly,https://github.com/CVI-SZU/Linly,Chinese-LLaMA 1&2、Chinese-Falcon 基础模型；ChatFlow中文对话模型；中文OpenLLaMA模型；NLP预训练/指令微调数据集,Python,3055,False
jina-ai/serve,https://github.com/jina-ai/serve,☁️ Build multimodal AI applications with cloud-native stack,Python,21701,False
langgenius/dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,TypeScript,111264,False
langchain-ai/langchain,https://github.com/langchain-ai/langchain,🦜🔗 Build context-aware reasoning applications 🦜🔗,Jupyter Notebook,113715,False
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ",TypeScript,35898,False
Infatoshi/fcc-intro-to-llms,https://github.com/Infatoshi/fcc-intro-to-llms,,Jupyter Notebook,767,False
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",Python,69126,False
